1310	I always liked mysterious characters more.	422994	我不嬲都鍾意啲神秘啲嘅人物。
1399	Even though he apologized, I'm still furious.	471550	雖然佢講咗對唔住，但係我都仲係好嬲。
1432	I can only wait.	1532313	我唯有係等。
1434	I love you.	519825	我愛你。
1511	"To tell you the truth, I am scared of heights." "You are a coward!"	472940	「老實講吖，其實我畏高㗎。」「正一無膽鬼！」
1516	"The phone is ringing." "I'll get it."	472942	「電話響喎。」「我聽吖。」
1518	"Thank you for helping me." "Don't mention it."	472943	「唔該晒你喎。」「唔使唔該。」
1543	"Why aren't you going?" "Because I don't want to."	774126	「你做咩唔去嘅？」「因為我唔想去囉。」
1590	Do you speak Italian?	565639	你識唔識講意大利文㗎？
1664	Open your mouth!	821444	擘大口！
1683	My parents keep arguing about stupid things. It's so annoying!	426750	我阿爸阿媽成日為埋啲芝麻綠豆嘅嘢喺度嗌交，真係煩到死呀！
1698	Look at me when I talk to you!	618309	我同你講嘢嗰陣望住我！
1723	Merry Christmas!	1135086	聖誕節快樂！
1725	"If you're tired, why don't you go to sleep?" "Because if I go to sleep now I will wake up too early."	431926	「你攰做咩唔去瞓覺呀？」「因為我而家去瞓呢，就會早得濟醒㗎喇。」
1764	Why do people go to the movies?	1459155	啲人點解要去睇戲嘅？
1766	The car crashed into the wall.	527905	架車撞咗埋埲牆度。
1769	In a dictionary like this one there should be at least two sentences with "fridge".	403626	噉嘅字典至少都應該有兩句「雪櫃」嘅例句啩。
1785	I made my decision.	389515	我已經決定咗喇。
1790	We have a Pope.	1957628	我哋有一位教宗。
1824	Could you call again later, please?	403644	你可唔可以晏啲再打電話嚟呀？
1832	I can't take it anymore! I haven't slept for three days!	402500	我已經三日無瞓過喇，真係攰到死呀！
1839	Hey, look, a three-headed monkey!	533696	喂，睇吓，有隻三個頭嘅馬騮呀！
1861	It's over between us. Give me back my ring!	764074	我哋已經玩完㗎喇，俾返隻戒指我啦！
1874	Tomorrow, I'm going to study at the library.	400437	我聽日去圖書館溫書。
1933	To him, hunger was an abstract concept; he always had enough to eat.	408449	對佢嚟講，「肚餓」係一個抽象嘅概念，因為佢根本就無試過肚餓。
2024	I won't lose!	583777	我唔會輸嘅！
2027	I think I'm gonna sneeze. Give me a tissue.	506873	我想打乞嗤呀⋯⋯俾張紙巾我吖。
2054	Never try to die.	458834	千祈唔好自殺。
2073	When are we eating? I'm hungry!	387515	幾時食飯呀？好鬼肚餓呀！
2077	"Thank you." "You're welcome."	714911	"多謝" "唔使唔該。"
2077	"Thank you." "You're welcome."	714913	"多謝"。 "唔使唔該。"
2077	"Thank you." "You're welcome."	1531870	"多謝你。" "唔使客氣。"
2210	You are still asking yourself what the meaning of life is?	1472294	你仲喺度諗緊生命嘅意義呀？
2214	Check that your username and password are written correctly.	397169	睇吓個用戶名同密碼有無填錯。
2216	Don't forget about us!	458812	唔好唔記得我哋呀！
2225	How much do you leave for a tip in Spain?	1452387	西班牙俾貼士要俾幾多到㗎？
2306	Put your hands down!	1570044	放低手！
2424	Don't forget the ticket.	1531665	唔好唔記得張飛。
2446	How beautiful you are!	1891627	你好靚呀。
2459	I don't know if I'll have time to do it.	422029	我唔知我有無時間搞呢件事。
6110	How did your interview go?	774119	你面試面成點呀？
9602	Are you not tired?	1936627	你唔攰呀？
9602	Are you not tired?	1936628	你哋唔攰呀？
15854	Didn't you know that he passed away two years ago?	433926	你唔知佢兩年前瓜咗老襯咩？
15945	Are you for the war or against it?	1953400	你支持定係反對戰爭呀？
15973	If you study earnestly, you can expect to pass the exam.	1902129	如果你勤力啲學習，係有希望通過考試嘅。
15975	It's time for you to buy a new car.	457609	你係時候買返架新車喇喎。
16033	You should learn to restrain yourself.	406579	你應該學吓控制自己嘅情緒。
16046	You should be responsible for your actions.	387760	你自己做過嘅嘢，就要自己負返責任。
16102	You finally succeeded in getting a job.	517729	你終於成功搵到工喇！
16166	You are free to do as you please with your money.	2065146	你自己嘅錢，鍾意點使咪點使囉。
16204	You've left out a word in copying the textbook.	534366	你抄書嗰陣抄漏咗一隻字喎。
16356	You should study harder.	683094	你應該努力啲讀書。
16386	Now that you are grown up, you must not behave like a child.	2272617	你而家係大人嚟㗎喇，唔好再好似成個細路咁喇。
16423	You haven't washed your hands yet, have you?	472945	你仲未洗手喎，係唔係呀？
16457	Why do you want to buy this book?	1359752	你點解想買呢本書呀？
16458	What do you need the money for?	1562574	你要筆錢嚟做咩呀？
16463	You must consider what kind of work you want to do.	418566	你一定要諗清楚你想做啲點嘅工。
16475	You look very tired.	1401767	你好似好攰咁喎。
16493	How did you come to know her?	470244	你點識佢㗎？
16500	Why did you say such a thing?	611942	你做咩講埋啲噉嘅嘢呀？
16543	Who did you give it to?	1097590	你俾咗邊個呀？
16659	You're forever making mistakes.	1532353	你成日都做錯嘢。
16699	Can you read this kanji?	433698	你識唔識讀呢個漢字呀？
16708	You have only to sign your name here.	532551	你喺呢度簽個名就得㗎喇。
16709	All you have to do is sign your name here.	422022	你喺度簽個名就得㗎喇。
16774	What time do you usually get up?	403873	你通常幾點起身㗎？
16801	You'd better brush up on your English if you 're going to go to America.	1083800	如果你諗住去美國嘅話，你最好練好你啲英文先。
16830	You need to have breakfast.	2067286	你要食早餐啊。
16926	Your hair is too long.	425415	你啲頭髮長得濟。
16927	Your hair really does look untidy.	750748	你啲頭髮都好唔整齊噃。
16964	Come and see me when it is convenient for you.	750749	你方便嘅時候嚟見我吖。
16966	I forget your phone number.	458814	我唔記得咗你個電話號碼。
16967	I forget your telephone number.	458814	我唔記得咗你個電話號碼。
16999	Your birthday is drawing near.	750751	你生日就到啦噃。
17103	Is your watch correct?	417776	你隻錶準唔準㗎？
17107	Your watch is ten minutes slow.	617516	你隻錶慢咗十分鐘。
17135	Your composition was good except for the spelling.	452453	你啲文章寫得好好，但係有好多字串錯咗。
17283	Where is your school?	750611	你間學校喺邊呀？
17311	Your English has improved a lot.	1401791	你啲英文進步咗好多。
17374	Don't be angry with me, for I did it for your sake.	2272629	你唔好嬲我啦，我咁做都係為咗你㗎咋。
17379	Your excellent work puts me to shame.	1069238	你一流嘅工作令我感到慚愧。
17385	Your shirt button is coming off.	3499718	你件恤衫粒鈕就嚟甩喇。
17396	How many are there in your class?	2272636	你嗰班有幾多人㗎？
17401	I took your umbrella by mistake.	1083819	我唔小心拎錯咗你把遮。
6897855	I'll lend you this book.	1892593	我借呢本書畀你啊。
17578	You can make it! Go for it. I'll stand by you.	519551	你實掂嘅！加油呀！我會支持你！
17626	I don't like both of you going to such a place.	800770	我唔鍾意你哋兩個去埋啲噉嘅地方。
17696	I hadn't recognized the importance of this document until you told me about it.	470467	你話咗俾我聽之後，我先知呢份文件有幾咁緊要。
17753	Either you or he is wrong.	759733	一係你錯，一係佢錯。
17765	How much is the car you are planning to buy?	472951	你諗住買嗰架車幾多錢㗎？
17799	Whether you will succeed or not depends on your efforts.	528560	你成唔成功，就要睇吓你努唔努力喇。
17820	The reason why you failed is you did not try hard enough.	385472	因為你唔夠努力，所以先會失敗。
17824	You should talk to the teacher yourself.	426242	你應該自己同老師講。
17849	Nothing is so tasty as the dish you make.	406261	無咩嘢好味得過你整啲嘢食。
17882	You can't be hungry. You've just had dinner.	472660	你啱啱先食完晚餐，無理由咁快就肚餓嗰喎。
17974	Try to estimate how much you spent on books.	422038	計吓你用咗幾多錢買書。
17995	It makes little difference to me whether you believe it or not.	482403	你信又好，唔信又好，對我嚟講無咩分別。
18009	The time will come when you will be sorry for it.	403506	你一定會後悔㗎。
18053	I miss you very much.	417798	我好掛住你。
18067	Here is a letter for you.	401693	呢封信係俾你㗎。
18098	Please remove your shoes before entering the house.	821428	麻煩你入屋之前除咗對鞋先吖。
18159	He cannot be hungry; he has just had lunch.	417023	佢啱啱先食完晏，無理由會肚餓。
18194	Please tell me how to get to the airport.	478155	唔該你話我聽機場點去吖。
18245	Both air and water are indispensable for life.	395170	無咗空氣同水，人類就生存唔到。
18262	Without air there can be no wind or sound on the moon.	391469	月球表面冇空氣，所以冇風，亦都冇聲音。
18337	Drinking on an empty stomach is bad for your health.	534265	空肚飲酒對身體唔好㗎。
18538	The rich are not always happier than the poor.	2069390	有錢人未必比窮人幸福。
18584	The money was hidden beneath the floorboards.	400177	嗰啲錢收埋咗喺地板下面。
18594	I have no money, but I have dreams.	422969	我冇錢，但係我有夢想。
18630	It seems like there's no money left.	616306	睇嚟好似冇晒錢囉喎。
18735	Although her house is nearby, I seldom see her.	428638	雖然我同佢住得好近，但係都好少見到佢。
18738	Are there any movie theaters near here?	470960	呢頭有無戲院㗎？
18790	What is the emergency telephone number?	616393	緊急聯絡電話幾多號呀？
18812	I would like to sit in the non-smoking section.	843872	我想坐非吸煙區。
18858	Tears came into my eyes when I was chopping onions.	1324103	我一路切洋葱，啲眼淚就一路滮出嚟。
19041	There were few students remaining in the classroom.	633890	個班房裏面剩返好少學生。
19204	The burglar was traced by one of the things he had left on the scene.	387117	啲警察根據現場留低嘅證物搵到個賊仔。
19356	I got a fish bone stuck in my throat.	1899650	我條喉俾魚骨骾親咗。
19446	He began to work for that company last year.	672816	佢舊年開始喺嗰間公司度返工。
19458	I bought two bottles of milk.	402232	我買咗兩枝牛奶。
19520	As soon as I get paid I will pay you back.	386016	我一收到錢就即刻還錢俾你。
19569	I don't know whether to cry or to laugh.	387616	我真係唔知笑好定喊好。
19742	Hurry up. We've little time to waste.	546601	快手啲啦，我哋無乜時間淨㗎喇。
19743	Hurry up, or we'll be late.	670575	快啲啦，如果唔係我哋就遲到㗎喇。
19760	Did you enjoy your holiday?	421844	放假玩得開唔開心呀？
19827	Where are you going to go on your vacation?	419248	你放假諗住去邊度玩呀？
19876	There is a house on the hill.	612050	座山上面有一間屋。
20398	Forget it.	1531666	算吧啦。
20447	Please drop in at my house on your way home.	417750	你返屋企嗰陣順便嚟探吓我吖。
20586	There is an apple under the desk.	1269883	張枱下面有粒蘋果。
20687	I jumped for joy.	400070	我開心到彈咗起身。
20812	Korean food is generally very spicy.	762034	韓國菜一般都好辣。
20813	Korean food is noted for its spicy flavor.	427000	韓國菜出名辣。
20884	It won't be long before they get married.	387841	佢哋好快就拉埋天窗喇。
20950	The can is empty.	433931	個罐係吉嘅。
21075	If the hay caught fire, it would be a real disaster.	1269943	如果啲乾草著咗火就大劑喇。
21238	Don't step on the broken glass.	821446	唔好踩落啲碎玻璃度。
21274	Enjoy yourself!	454805	玩得開心啲喇！
21280	Did you enjoy yourself?	454806	你玩得開唔開心呀？
21476	I would often take part in an English speech contest in my school days.	617550	我讀書嗰陣成日參加英文演講比賽。
21543	When is school over?	1912308	幾時放學呀？
21756	Each country has its own customs.	410573	唔同國家有唔同習俗。
21778	Let's have lunch downtown and take in a show.	422985	我哋去市區食飯，跟住再睇返場戲吖。
21854	I don't feel like going out.	1097592	我冇乜心情出街。
21859	Comb your hair before you go out.	692047	梳好你啲頭髮先好出門口呀。
21861	Make sure to turn off all the lights before going out.	642891	出去之前記住熄晒啲燈佢喎。
21929	It is not until you go abroad that you realize how small Japan is.	428998	你出國睇吓，先會知道日本係幾咁細。
21971	Don't judge a person by his appearance.	1774613	唔好以貌取人。
22072	The picture looks better at a distance.	1079301	幅畫遠啲睇好啲。
22126	Look at the blackboard, everyone.	402291	大家唔該望吓黑板。
22143	I broke your ashtray.	385534	我打爛咗你個煙灰缸。
22510	Can the meeting be finished within two hours?	599670	個會可唔可以喺兩個鐘頭之內開完呢？
22666	We were attacked by swarms of bees.	389517	我哋俾成班蜜蜂攻擊。
22940	We have to make a close analysis of the accident.	422003	我哋要詳細噉分析吓件事發生嘅前因後果。
22998	We took turns driving the car.	562131	我哋輪流揸車。
23091	We kept on working for hours without eating anything.	692068	我哋一粒飯都冇落過肚，一路做咗幾個鐘頭。
23139	We killed time by playing cards.	619536	我哋打啤牌消磨時間。
23171	We discussed the problem.	410690	我哋傾咗嗰個問題。
23234	We've come to the conclusion that this is a true story.	386706	我哋嘅結論就係，個傳言係真嘅。
23251	We bought a pound of tea.	1459208	我哋買咗一磅茶。
23542	We're thoroughly prepared for the Y2K bug.	389895	我哋已經準備好應付千年蟲。
23584	Our team lost the first game.	530734	我哋組輸咗第一回合。
23600	What with fatigue and lack of sleep, he has fallen ill at last.	461583	佢攰得濟，又唔夠瞓，卒之咪搞到病咗囉。
23692	Have you finished packing yet?	471521	你執好晒啲嘢未呀？
23697	I must apologize to you for breaking the vase.	461547	我打爛咗你個花樽，真係好對唔住呀。
23701	The flowers in the vase are roses.	1390758	個花樽裏面啲花係玫瑰嚟嘅。
23763	I needn't have watered the flowers. Just after I finished, it started raining.	458842	我幫啲花淋水淋嚟都無謂，因為我一淋完就開始落雨喇。
23779	Are you free on Tuesday?	392327	你星期二得唔得閒呀？
23862	Never forget to put out the fire.	1531667	千祈唔好唔記得熄火。
23899	As he had no way of making fire, he ate the fish raw.	410812	佢起唔到火，唯有生食條魚。
24068	May I bring my family along?	422058	我可唔可以同屋企人一齊嚟㗎？
24144	The houses caught fire one after another.	389464	啲屋一間一間噉著咗火。
24210	When I got home, I was very hungry.	418531	我返到屋企嗰陣好鬼肚餓。
24218	On my way home, I met him.	423631	我返緊屋企嗰陣撞到佢。
24234	As soon as I got home, it began to rain.	522188	我一返到屋企就開始落雨喇。
24277	Don't you feel the house shaking?	433682	你唔覺得間屋喺度震緊咩？
24314	I'll have exams right after the summer holidays.	402990	我放完暑假即刻就要考試喇。
24463	I wonder if she will recognize me after all those years.	1361745	唔知過咗咁多年佢仲認唔認得我呢？
24581	When will you come home?	1272442	你幾點返屋企呀？
24589	Do you know what time the shop is closed?	533767	你知唔知間舖頭幾點閂門呀？
24604	When will you be back?	402197	你幾時返嚟呀？
24657	Why didn't you come?	419695	你做咩無嚟到嘅？
24674	What did you buy?	1901836	你買咗啲乜嘢呀？
24698	What are you thinking about?	1553759	你喺度諗緊啲咩呀？
24714	What will you have to drink?	436026	你想飲啲咩呀？
24925	I think I can handle it.	554628	我諗我搞得掂㗎喇。
24958	Why me?	1532168	點解係我?
25013	I want something cold to drink.	642846	我想飲啲凍嘢。
25076	Please give me something to eat. I am so hungry.	460656	可唔可以俾啲嘢我食呀？我餓到暈咁濟喇。
25149	Had they known what was about to happen, they would have changed their plans.	422975	如果佢哋知道會發生埋啲噉嘅事，實會改用第二啲計劃啦。
25220	Do you have any pets?	542567	你有冇養寵物㗎？
25328	If I should be late getting home, please don't wait up for me.	386745	如果我好夜都未返，你就自己瞓先啦，唔使等我。
25380	Turn down the volume, please.	394913	唔該你較細聲啲吖。
25403	Do you like listening to music or singing songs?	616084	你鍾意聽音樂多啲吖，定係唱歌多啲呀？
25449	Don't make any noise or you'll scare the birds away.	840877	唔好嘈呀，會嚇走啲雀仔㗎。
25510	I cried all night long.	437752	我喊咗成晚。
25524	I'm not talking to you; I'm talking to the monkey.	610509	我唔係同你講嘢，我係同隻馬騮講嘢。
25538	Are you talking to me?	1399246	你同我講緊嘢呀？
25546	You don't... you don't talk to me like that.	386754	你唔好⋯⋯唔好噉同我講嘢。
25594	How many hours does it take to go to Okinawa by plane?	762043	坐飛機去沖繩要坐幾多個鐘㗎？
25661	Yokohama is the second largest city in Japan.	385338	橫濱係日本第二大嘅城市。
25715	Never rub the eyes when the hands are dirty.	397021	隻手污糟嗰陣千祈唔好捽眼。
25717	You may take this book as long as you keep it clean.	454804	你可以拎呢本書走，但係唔好整污糟佢喎。
25768	Have you got a pencil?	1393429	你有冇鉛筆呀？
25998	Could you please tell me how to get to the station?	406469	我想問吓火車站點行呀？
26044	The station is nearby.	1585857	車站就喺呢度附近。
26170	Can you speak English?	772525	你識唔識講英文㗎？
26306	How are you getting along with your English study?	402253	你啲英文學成點呀？
26426	I'll be with you forever.	1532355	我會永遠同你喺埋一齊。
